altitude,date_time,direction,latitude,longitude,speed_2d,bird_name
71,2013-08-15 00:18:08+00:00,-150.469753064251,49.4198595,2.1207332,0.15,Eric
54,2013-08-15 02:47:38+00:00,-46.3444776298081,49.4203748,2.1208399,2.90477193597019,Eric
61,2013-08-15 04:03:39+00:00,-119.371359648197,49.4203351,2.1208502,0.2302172886644269,Eric
78,2013-08-15 05:20:09+00:00,-75.137715026099,49.4257494,2.1530522000000003,0.152315462117278,Eric
84,2013-08-15 06:34:50+00:00,156.082032212127,49.4366665,2.1938755000000003,0.850058821494136,Eric
149,2013-08-15 07:49:29+00:00,111.239896698642,49.4343982,2.2342231,10.0611381065961,Eric
64,2013-08-15 09:05:03+00:00,60.307324776428096,49.386891,2.2525538,0.161245154965971,Eric
89,2013-08-15 10:19:51+00:00,-130.739445466442,49.3896112,2.2492129000000003,1.58937094474512,Eric
127,2013-08-15 11:35:05+00:00,-58.0350204679607,49.387664,2.2507149,9.11689091741258,Eric
-88,2013-08-15 12:51:34+00:00,168.536528027042,49.4091856,2.272041,0.492036584005702,Eric
54,2013-08-15 14:06:48+00:00,-158.353225584125,49.4114544,2.2794514,0.747930478052606,Eric
-342,2013-08-15 15:22:15+00:00,-39.1811971503696,49.4122081,2.2810371,0.770778826901725,Eric
69,2013-08-15 16:38:10+00:00,-49.3274898920417,49.4122594,2.2824643,0.208086520466848,Eric
84,2013-08-15 17:56:09+00:00,-110.83838825098302,49.4313193,2.2421803,0.130384048104053,Eric
67,2013-08-15 19:11:09+00:00,-13.1063078871771,49.4301222,2.2429387000000003,0.701141925718324,Eric
64,2013-08-15 20:26:01+00:00,-132.41569442736,49.4283616,2.1222069,1.5454772725601598,Eric
95,2013-08-15 22:26:02+00:00,39.2070317256736,49.4263218,2.1220901000000003,0.0860232526704263,Eric
95,2013-08-16 00:55:51+00:00,27.0246751838418,49.4263057,2.1220833,0.0282842712474619,Eric
100,2013-08-16 03:11:38+00:00,115.723612863742,49.4263106,2.1218852000000004,0.2505992817228329,Eric
80,2013-08-16 04:26:49+00:00,147.381861220206,49.4306846,2.1610092,0.320156211871642,Eric
91,2013-08-16 05:42:49+00:00,160.810222453658,49.4375818,2.1899338,2.81726818034776,Eric
70,2013-08-16 06:57:59+00:00,37.1430705665862,49.4358703,2.1942098,0.5277309920783511,Eric
-83,2013-08-16 08:12:57+00:00,168.483188288629,49.417455700000005,2.2075739,1.1994165248153,Eric
67,2013-08-16 09:28:08+00:00,-169.463288416913,49.4180247,2.2066681,0.0223606797749979,Eric
124,2013-08-16 10:42:49+00:00,122.091526175739,49.3856291,2.2405199,4.00312378024962,Eric
95,2013-08-16 11:57:29+00:00,-47.3011162677476,49.4797003,2.3094635,2.2105429197371405,Eric
73,2013-08-16 13:12:46+00:00,-42.8867207390879,49.54142879999999,2.2709761000000004,12.3510202007769,Eric
156,2013-08-16 14:28:25+00:00,27.879616020629395,49.541526,2.2712277000000003,0.7596051605933181,Eric
659,2013-08-16 15:43:06+00:00,-0.7342159851706591,49.5377401,2.2684359,2.6742101637679903,Eric
174,2013-08-16 16:58:17+00:00,9.059459533130733,49.559985600000005,2.2719863,0.6500769185258001,Eric
103,2013-08-16 18:13:38+00:00,0.5830308929353489,49.7066427,2.3302923,0.03,Eric
56,2013-08-16 19:28:23+00:00,164.78231536329,49.93076370000001,2.2768063,0.12369316876853,Eric
64,2013-08-16 20:43:19+00:00,90.4901652776948,49.9324263,2.2725883,0.17,Eric
58,2013-08-16 22:58:31+00:00,-34.4768437382086,49.932664200000005,2.2723543,0.308706980808663,Eric
65,2013-08-17 01:27:54+00:00,-146.828208623475,49.9324233,2.2720466,0.1456021977856099,Eric
64,2013-08-17 03:28:40+00:00,-124.257394422457,49.9324609,2.2719487000000003,1.61226548682281,Eric
63,2013-08-17 04:44:53+00:00,5.3264601758595305,49.9815924,2.2545292000000003,1.3703284277865702,Eric
73,2013-08-17 06:00:39+00:00,-96.74356629297291,49.9822974,2.2533956,0.312409987036266,Eric
-77,2013-08-17 07:16:02+00:00,128.10792975201,49.9846152,2.2462101000000003,13.3852941693487,Eric
389,2013-08-17 08:31:20+00:00,-45.863290041454896,50.0113574,2.2133494,0.6129437168288779,Eric
90,2013-08-17 10:04:41+00:00,-96.8743902923798,50.01727879999999,2.159384,0.2360084744241189,Eric
114,2013-08-17 11:20:18+00:00,-129.852364918659,50.0094239,2.1793744,0.0538516480713449,Eric
174,2013-08-17 12:37:22+00:00,115.129821623727,50.0558503,2.2409207,16.2231747817744,Eric
141,2013-08-17 13:52:57+00:00,-31.4123324664404,50.0733931,2.2844969,0.4254409477236529,Eric
123,2013-08-17 15:09:03+00:00,-23.552898056630102,50.0612735,2.3130983,0.528109837060436,Eric
130,2013-08-17 16:24:25+00:00,3.05378223939726,50.0609769,2.3130464,2.900155168262549,Eric
250,2013-08-17 17:39:04+00:00,-78.16321031165009,50.0599244,2.3134739,1.1125196627475802,Eric
135,2013-08-17 18:54:17+00:00,-134.879647741284,50.0509545,2.3016832000000003,1.02591422643416,Eric
87,2013-08-17 20:10:03+00:00,162.272540685362,49.9386061,2.2740742000000003,0.0223606797749979,Eric
82,2013-08-17 21:54:32+00:00,-153.775504481347,49.9385077,2.2739465,1.34825813552153,Eric
90,2013-08-18 00:24:25+00:00,-75.39955194164,49.938813,2.2739137,0.535350352572967,Eric
90,2013-08-18 02:54:15+00:00,32.354022976760305,49.9388059,2.2737025,0.740405294416511,Eric
88,2013-08-18 04:08:55+00:00,165.558706973939,49.938788200000005,2.2738656,2.2192115717073904,Eric
131,2013-08-18 05:26:35+00:00,120.312910003496,50.0204553,2.2417162,0.5872818744010411,Eric
119,2013-08-18 06:41:47+00:00,-18.920604477838303,50.0269854,2.2413512000000004,0.966488489326179,Eric
